hieght,weight
174.5187117,74.35861223
176.2151054,75.91570469
171.4461499,73.61479364
174.3871138,75.44791403
173.5735063,75.03209363
172.2684571,75.63554556
175.8798379,74.73890223
175.4884107,75.69045936
175.0579889,75.76907501
172.690002,73.75486974
176.9528739,75.47507203
175.6065285,76.63034228
174.4820024,75.0213199
175.0396463,74.71112184
174.5462106,75.36158672
171.9685433,74.23136822
174.505238,75.34181737
173.560031,74.63097737
173.3039649,74.69977954
172.9970536,75.10734788
174.075852,76.15029308
171.5313332,74.85452582
176.6700944,76.85655626
175.9007705,73.20811969
174.9653107,74.56408781
174.9397747,75.21590874
173.6175401,73.96997278
176.7644147,74.07243505
174.7692606,75.55230954
173.7623975,75.38034994
177.3406688,75.66717283
174.6106851,75.31360056
173.9797718,73.9964615
174.4912038,74.4387003
173.5313487,74.65309429
173.0598809,74.01810055
179.3751598,76.04694505
177.8674059,77.74243127
175.5326665,74.62707699
172.8226071,75.25698565
173.5009654,73.75977463
174.6942339,76.23156488
176.3707728,74.30058089
172.6929007,74.81531342
170.9645517,73.73516724
172.4900899,75.0718993
175.5776577,75.10714708
175.6778443,75.07085815
175.7823317,77.95392976
174.7743404,74.35916676
175.3181588,75.00814287
174.1752788,77.43134782
176.4930652,74.15097146
172.641476,75.13636865
175.7881343,74.10072526
173.5299922,75.74176098
174.4199588,75.21691239
175.9574488,75.78393678
176.7997578,75.03297044
173.064193,74.91211858
177.1835249,76.77374514
176.1434015,73.01232302
174.8824534,73.41665209
174.661867,75.34142572
174.6230947,74.31028901
174.4750022,74.62876846
175.0399162,73.57346199
175.0888375,74.14849322
176.4307827,74.85148942
177.6448012,74.74590136
175.8087195,74.30519034
174.6367658,74.53557343
176.0828615,74.27794262
175.3173589,76.337649
173.2163903,73.75637753
176.6441004,77.01456435
175.5318468,74.73014538
175.2341299,73.64908573
175.8924328,74.55639607
175.452769,75.97017806
173.3692988,75.73919176
174.7188229,75.10654309
174.747026,75.23300252
174.0785293,75.4523825
177.9134889,74.08865524
173.4831923,74.19025405
174.1620078,73.10810005
173.7667719,74.36447853
172.9662046,75.56989543
174.6670314,75.63140309
174.5252964,77.11131186
177.6501633,75.60132347
174.5686765,72.86343005
173.1567283,76.31026474
177.7772695,76.6905686
177.138527,74.79859449
174.6022753,75.14684969
172.3912549,75.31147711
174.229882,75.23997607
174.7299022,75.62170427
175.4781642,74.97177711
174.5476513,74.88743769
175.7680293,75.21234332
175.6787807,74.35709208
172.8337606,76.00134117
173.3580835,74.73240938
173.7163666,75.44331647
174.1204342,74.03486906
174.4447469,73.87799838
175.021597,74.91650499
169.7533109,73.88354122
174.2084274,76.01202795
177.1519838,75.93892579
173.152419,75.209573
176.6172646,73.88611993
175.6067738,74.17463268
174.9497605,75.18507619
175.3160164,74.7196016
172.2892435,75.78337246
174.8535733,76.25965258
177.7781166,74.90694798
175.1703433,75.86626911
175.0716612,76.34798508
173.7283818,75.09538359
174.9466291,76.54537521
175.4024368,76.08427526
175.7385249,75.32807764
174.3542763,75.73185454
174.5904486,75.11787198
178.5051354,75.18696024
171.0884162,74.69126747
178.8615132,75.6782661
175.5846775,74.74833848
176.7321562,76.98431483
172.1175826,74.73144993
173.9780302,77.44380921
174.5183787,74.63617302
175.7321651,75.66229937
172.1071275,76.03309851
175.8168946,77.74918801
172.899287,74.94052184
175.1146445,74.26249253
176.1299135,75.95749694
175.5664845,73.83070345
176.8751762,75.05034202
176.7425767,75.55072221
173.8725947,76.23823803
175.4452343,76.45016397
173.3642897,74.70099358
172.7105951,75.50302941
176.6018455,74.95937167
175.0000863,75.63299328
174.9048776,76.81790061
176.5781187,75.41310569
176.0298492,74.88389978
175.6065662,74.62234752
177.1654986,76.04688556
176.6104426,76.54876358
175.4152821,77.10439729
173.8042595,74.85245481
173.871476,74.96800767
177.064781,74.73835958
172.2082279,76.078069
174.9576307,74.92070179
171.6244977,73.98432621
176.7675544,77.38584374
176.4925364,76.02415819
175.0020128,75.68618148
174.8773063,74.01679
170.6936299,74.6977822
176.00662,75.66576957
171.2025913,73.32135405
170.9828887,74.11429972
175.1384492,74.63539179
173.3571827,75.23158385
175.7127227,74.15469357
176.17256,76.23809041
176.4856363,76.95649349
173.8028773,74.50965673
175.7783449,75.12139776
175.1743021,75.51411645
176.4307952,76.39049194
175.9286513,75.65456914
176.5551884,75.63934075
174.7714769,74.49965663
174.7450396,74.73586491
176.7455147,75.87819075
171.3217208,75.9981602
174.1260307,75.39853387
172.7992659,73.47852588
174.3373437,75.30418104
176.1235454,75.09905867
176.4302014,75.00470208
173.242066,74.49715384
174.184083,74.02170133
175.237334,74.73240892
174.4944778,74.16472583
175.5227651,74.73770249
175.6927007,75.22772814
173.3892593,74.89846077
174.693721,74.7424782
171.3071038,74.23840294
176.9838247,75.36289146
173.9103828,75.25716895
172.9148707,75.87954692
174.5601549,75.52038351
172.525511,74.31311585
174.9638735,75.56653538
174.0288997,74.60307032
178.7720234,73.92374452
176.9718799,73.08133618
170.6752657,72.63856836
175.7644007,74.90036804
172.5783542,74.00314581
174.5582315,74.23687084
175.2847562,75.08638565
176.2951133,74.58492554
174.5270688,74.31750595
177.7302319,76.03871024
174.1669924,75.61019411
175.5672676,77.42739652
176.1513533,75.48142527
175.147551,75.08042884
176.525855,74.70461774
175.5598216,74.90640195
173.641819,74.72525648
171.8730016,72.79780699
178.2191774,75.2901284
173.9529232,75.54311891
175.1790243,74.48337216
175.9754338,75.63576473
175.1967558,75.98202458
173.4329682,75.77011118
174.1898946,75.60875183
174.7836843,72.80031497
177.5616312,74.886589
173.5090235,75.61461625
176.3590857,75.60438733
175.534551,75.09373958
174.5949425,75.35080816
173.1692695,75.77684051
174.5078534,75.06519985
174.849848,74.24864447
172.4549331,74.40332915
175.3328694,74.85653485
173.5757463,75.62119263
174.8367705,75.36754966
175.5823386,75.62126662
173.4330932,74.88039015
174.5007253,74.56994316
175.6063265,75.15959275
171.8201987,74.67751288
176.7943629,73.96046019
179.1992899,75.87113699
176.6617304,76.16504935
174.4530669,74.80335713
175.7423963,76.62918906
173.2056217,75.23756586
178.2525584,75.13964374
176.6293478,75.12416648
176.3637229,74.96380456
173.4829413,74.97801214
175.5541682,75.81491857
174.0330059,74.55935187
174.4605884,75.3490261
174.0127139,76.51601323
173.2233773,75.59573055
173.4260065,75.52779829
174.6364472,74.15928942
172.0574811,73.99811862
176.0523951,75.40762471
174.7959674,74.86963149
176.2109812,73.64596477
175.4670451,73.62789108
175.8561303,76.12518992
172.431159,73.84600804
173.2328502,76.69533868
174.2257819,72.74357345
175.1899343,75.46131418
176.9550289,75.32643761
174.4977693,74.19225087
177.1850699,75.75128987
175.8234599,74.37718706
177.0336299,76.16211805
175.2198788,75.10066886
173.8623614,73.24079964
172.4341415,72.25083563
175.2693148,74.77313934
176.4177726,76.33332144
174.4932225,75.08899347
174.0633305,74.89582905
174.4654167,75.56937677
173.1006447,73.34935486
174.146082,76.22236412
174.6869503,74.09202771
175.0793991,75.04939013
174.8895244,74.63349631
176.0588636,75.3196667
175.1893438,73.16982295
178.1419669,76.98267944
175.5404411,75.61264697
178.1254749,77.44527155
173.7475169,76.1476117
175.9120062,75.16299294
174.5492323,74.02580077
176.0394773,73.50836819
176.0287183,75.18770152
171.2136995,74.57877877
172.7014938,75.61821264
172.5040912,73.67351863
175.6960151,75.87696311
177.5464633,75.49279939
174.4339412,74.16490805
176.4069847,75.97570099
175.9449032,75.41182889
173.1785194,74.47132349
175.688433,76.9121093
173.6976801,75.366249
177.6262513,75.33212935
174.9435932,75.25624416
177.8336345,75.55561254
174.2637771,75.04349888
176.0209285,75.60443522
174.8912424,74.40404921
171.4978644,73.65321842
173.2988983,75.06177808
176.0609007,76.98165465
174.9049344,74.6903962
173.0622993,73.70744052
173.9150805,74.59079016
175.4321774,74.60862067
173.2800406,74.39993159
176.6886633,75.7367177
173.8902586,74.69057289
178.133042,74.95312372
173.1296168,74.263395
175.3450062,73.7912753
172.3655047,73.73798859
173.7466341,73.43826006
173.9724603,74.3347245
175.6951349,74.07695349
176.6318228,74.59491766
175.520457,74.79793059
174.3538227,73.7429695
176.4124675,75.2168733
176.3837129,75.55649881
175.2082017,74.11247682
175.9894299,76.23140467
175.7149837,73.60058361
173.2905319,74.33997382
176.3156109,73.79778965
173.861694,74.48032693
173.9539825,73.55811077
175.3064809,74.50071758
174.4673884,74.20205869
174.7716805,73.82739382
176.0311897,73.19491198
176.8131676,75.84319818
174.6571256,76.85784479
175.5675552,77.22326677
174.5872497,74.45998412
175.3976735,75.02223446
175.7620987,74.68109765
173.9315569,74.89464028
175.4760313,74.19968358
176.0411393,73.33577392
175.1598821,74.99175536
177.9961732,74.32639362
173.9459476,73.00288241
173.723375,77.06039909
171.9691201,74.27144184
176.5770021,75.64952005
176.501831,76.39200693
174.8616215,73.36390313
176.5562061,75.65492728
175.3181837,75.53341508
175.5036633,75.16347194
175.195626,75.18368446
175.7620195,74.62153678
175.1760845,75.72162533
179.8278062,74.99087719
172.9792769,73.90073314
171.7882598,75.15916782
173.0242823,76.28545712
173.1062736,74.31443468
174.2489667,74.39125201
174.7082016,75.34206794
174.6214888,75.96361763
175.9376187,76.08304285
175.6742288,75.37101613
176.3011668,74.60946311
178.0800296,76.1162906
177.1184065,75.2772072
172.7773352,75.94788433
170.9661324,72.97942793
176.5621911,75.39558423
171.8205805,75.70490907
175.1156264,74.54540563
175.0614523,74.4120177
178.8575683,74.74904126
174.8801174,74.71316078
174.1212907,74.66156041
175.4084343,75.19899209
175.4257465,74.22521561
175.1213219,75.09924435
173.9459076,74.24615174
172.8824061,74.29403726
175.5481947,74.2888787
172.6740823,74.34189778
173.2122043,78.11992223
177.3057335,78.64675278
174.2744384,75.97716331
174.7569556,75.71323431
176.558538,74.03603297
174.4801925,74.35366013
176.7829137,74.70411651
174.4023282,75.41289977
176.7542243,75.75479561
176.0900395,75.28553023
174.6310471,74.61271002
173.5005683,73.86366234
173.1932834,74.7039757
174.5322271,76.01269045
174.2411169,75.28268673
174.2921553,75.05535097
176.7035503,75.91341398
174.4843734,75.47343482
176.98091,73.78251737
174.0792069,74.86450956
176.6845333,74.87292917
174.0954356,72.90180643
175.3058417,73.77898139
176.6813672,74.97396071
174.282979,75.670786
174.2408932,74.65395105
178.4699743,75.82941509
176.6471691,74.41477822
174.2517474,72.80983114
176.1239983,75.2772515
174.3763296,73.98536801
176.2226287,76.32644084
177.4523225,77.06994824
172.2208973,74.18094435
176.7820258,76.43908475
177.5252743,76.33392752
175.0822227,73.65890179
178.0246053,75.47216465
175.2691391,75.29485774
172.8572459,75.14360345
171.2007565,75.01476681
174.422522,75.54943835
176.2358933,75.85549976
175.5497663,74.79235542
175.7163942,75.4824973
174.0004584,72.6764239
175.2494184,73.92295911
172.1617477,75.67775242
173.6834855,74.14797188
173.5818088,75.0772487
175.9001968,76.59395455
174.9754741,74.14484681
172.9985644,73.74798229
174.9835024,74.52550758
173.8052131,75.22314838
173.8452432,74.61149369
176.4967507,74.31327959
175.1964482,73.52675967
175.6899847,74.76049899
176.5310808,75.04344946
175.3122155,74.53960865
175.954108,74.90819874
176.1829288,74.14837487
177.0275537,75.86377664
175.8242147,73.05532844
177.4460588,75.54613445
175.039159,75.64707725
174.9170877,74.17348924
177.9467981,75.43647338
174.1171534,75.13222298
174.9950551,74.41072339
176.5932565,75.25248039
175.2594763,75.43781469
177.4334161,74.50831692
176.791151,76.09812716
175.5050146,76.13210989
173.6529866,75.08300491
175.9815464,75.17806051
172.6052299,73.48595492
175.4234426,75.54434771
176.4002571,74.0692894
175.368999,76.58456337
176.5236455,75.75800241
178.5314373,75.84211737
176.6002979,74.88987503
175.4623146,72.9933942
176.1113903,74.04047976
175.7369623,75.47260235
172.7228321,76.93021039
174.2787546,75.58852519
177.1212215,75.65009651
174.9245099,74.4685051
176.0087867,75.28520835
173.2566907,75.63076077
175.1117463,74.77546198
176.0397362,76.98450782
172.6417869,73.4386601
175.6020481,74.74012171
174.6850383,74.99770347
173.372678,72.85803058
174.9349906,75.53051408
171.7155043,74.52706657
171.3142361,74.46297152
172.961509,75.4211263
173.2843479,75.71331406
172.9682484,75.42940806
172.0114714,74.05304674
175.4992257,75.03859548
172.2387928,74.87820432
175.1909046,73.82852251
176.3632395,74.235282
174.9961431,74.59057153
175.1612691,75.10124028
174.3450128,76.60552064
172.4319296,75.33530961
174.924104,74.56368846
176.6641981,74.67505748
178.0107285,76.97028622
174.2548609,77.49297582
172.1813943,74.6905431
175.2881223,74.58954189
175.6517117,73.75610549
174.6069103,75.86796504
173.0100255,74.9457224
178.5062469,76.70016794
170.9131854,73.44884484
174.1167025,75.08311681
172.7108773,73.99227786
173.8981936,76.03704163
175.5505348,74.56403097
175.2391061,74.9561634
173.7689707,74.46181586
176.3458096,76.17594827
176.0780179,75.58986606
176.1212966,74.22544856
174.2627843,74.27137819
176.8161952,74.3015081
176.1443782,75.67490731
179.3453214,76.04204172
176.8419661,73.74120607
177.0038471,73.50831401
175.091762,74.97661484
172.76845,75.29558679
174.3570259,75.05445382
173.6874659,73.30317187
174.0231772,73.35145852
175.9615282,75.99041849
174.0356321,74.70008798
173.4496186,74.37180486
174.2910236,76.14200676
174.7213359,74.19099955
175.708988,75.24783991
173.3499861,75.12501688
175.54961,75.87657666
175.1351347,74.20454137
177.2939029,75.72442365
174.6307779,77.56991937
174.7670762,73.51261417
172.9711522,75.07736199
172.6006547,74.38012325
175.5378162,74.29776111
174.5678723,74.131416
175.8725103,75.62212086
173.4538651,76.95935405
178.3056403,74.79090981
175.2117098,75.55321432
176.8135148,74.76699197
174.6069627,76.82691171
174.7185384,75.47456234
176.1952049,75.06716631
175.962599,75.7539189
173.0596614,74.67126513
172.3452978,75.61761221
173.0984372,74.50538387
172.5478087,73.51762563
175.1031793,75.253154
174.2876925,76.37586144
174.3625867,73.74808638
172.6427427,74.37509585
176.3502504,76.18709145
175.7610824,73.28846657
174.8447693,75.57294696
176.7687358,76.01569402
173.4862232,74.95209893
175.718282,74.38227068
175.6035179,75.0937554
175.6049264,75.19004037
173.7369067,75.68491931
175.5661039,75.7296207
174.1081989,74.51604423
173.4473097,76.29213286
172.9158784,74.60397741
176.7975494,74.52149336
173.5347816,74.33604181
174.7005044,75.77214056
172.9065532,74.83799723
174.4853613,75.7652476
169.4019463,74.1332659
173.1173314,77.06717204
172.5293401,72.99349148
173.2429197,74.3089326
174.6306104,74.85779614
174.4364811,74.99153242
178.3677958,76.9554541
174.0096597,75.04505404
174.5669314,74.8178353
172.2818659,74.61265951
174.173149,75.58169304
172.6825565,73.95368326
175.0524794,75.44036772
176.4775896,73.74786791
175.7001875,75.04125657
173.7864902,73.8960512
172.1758169,73.90423551
177.528817,75.69197066
178.5507782,74.51461519
175.2087132,74.08791493
173.2854401,73.26291575
177.074601,73.2121305
173.9734893,74.68384392
174.1862663,75.97762069
176.5352507,75.08168438
172.6007289,74.37612803
171.6108027,73.43296222
175.7286455,76.63735334
175.6940986,74.87688792
175.1647911,76.26639405
175.8602826,75.48995003
176.8744957,75.06056235
176.6808649,76.31621858
174.0152086,75.77647712
176.4029128,75.12711932
175.3000733,76.29079062
174.1243746,76.55952257
172.9331337,74.59270083
176.1205865,74.94196863
174.3875077,75.28532949
175.080427,75.35018594
173.6265746,75.54422875
172.3144302,74.30769576
175.2971963,75.73420155
174.8923719,75.98601747
177.0767772,75.51611933
176.3885922,75.37820339
176.824377,74.10313858
173.7029074,73.66094657
173.3782349,73.33048181
172.8018772,73.44233116
175.8625277,74.99525828
179.8308302,74.25897611
176.2601917,77.36047562
173.6610137,75.48464341
176.4490922,73.26189564
173.0456746,73.56888107
172.5327454,74.48616249
176.2426465,73.56715089
173.6526281,74.33512252
175.5473036,76.13577034
177.4361903,75.24912832
175.6947682,75.05141686
176.6102188,74.30941804
172.218669,74.0044395
176.1458144,73.89695238
178.7039946,75.96603822
175.937281,74.72325767
172.3311224,75.30520289
174.6481464,76.12592163
174.1340348,75.88701121
175.6634169,75.07721164
175.7136662,74.63641323
175.7023337,73.94514667
174.3699133,75.00844935
173.9620304,75.745631
173.9788019,74.50338427
176.4783761,75.08045635
171.7904959,75.05514546
174.6409404,75.76729656
175.4683088,73.72145943
173.8693674,75.00300067
175.8265819,75.32525359
174.8764707,74.83471353
173.3748145,75.58391151
175.2794898,74.69789608
174.5354936,74.13156682
174.2900797,75.14594066
173.7679529,75.23488122
175.1064267,74.809491
171.8024104,75.2292981
174.3100668,73.43161518
174.058547,73.81393647
173.4205455,71.79538282
176.1305071,75.68762723
173.7282049,73.83920126
175.936404,74.91371789
176.690206,76.24799892
174.7282925,75.00355573
175.4811625,74.65851146
176.1076765,74.37226513
174.859742,74.7464861
175.9368146,75.73339675
172.8131735,73.18382658
176.9233105,75.25511304
173.2860272,75.463422
171.8323632,73.11181903
177.3980218,76.04053862
174.891354,75.63604161
175.7775542,74.28501123
174.3708179,73.45467885
173.2322977,75.12008235
169.6774277,74.88675055
176.084747,75.7350821
174.5034478,75.64761374
174.6581921,73.81123154
175.7025291,75.67607979
172.5416164,74.0349524
173.7365638,74.25195913
176.9872301,73.84154755
176.0355319,76.22595805
172.7807558,74.79773152
171.1838344,75.32485707
174.0105724,76.28177558
175.3706528,73.97295199
176.6322447,75.88768403
175.1623373,75.01483941
173.0560991,75.55135356
175.5302809,76.14891696
172.9694564,75.44711769
173.3355571,73.93978912
173.8676977,74.69018258
172.8706277,74.8980022
174.5306746,77.9458395
173.4412408,75.91460338
174.5051771,77.13936868
174.1990624,75.26336189
174.2902312,75.08451848
174.1278449,75.44170342
177.1361333,74.85071424
176.0570796,76.36492264
175.102316,74.86613277
172.4591737,73.26140537
172.1840261,75.36443508
171.596949,72.93106853
179.5123314,73.98631752
176.6842026,75.5568318
175.4451041,74.16375593
173.312566,73.84680141
173.0144386,74.51401858
175.9485394,74.6900021
177.710805,75.2385033
172.0670427,74.77165763
174.2216209,73.751487
174.8540018,73.80355186
171.5497597,72.41486213
176.4570802,74.86921783
174.2817897,75.51629964
178.3119944,74.87963246
174.3229435,75.36714183
175.7087242,75.63543172
173.0212564,75.61878125
173.9177042,75.76687479
172.9757126,74.00310355
175.6799603,74.29296717
177.2548522,75.42213861
173.9717823,74.19208171
175.7558243,76.51686526
174.1264186,76.17550482
175.1768557,75.12056214
177.0719667,74.93638476
175.2083359,75.5237839
173.2041346,74.07235493
173.5154536,74.63288116
174.7057691,74.44307831
174.6680208,75.04576141
173.5003641,75.83037394
175.3129195,75.76302185
177.1936917,76.46053194
174.564962,74.05172146
174.6456743,75.11309271
171.1868522,73.42299151
173.658504,75.14486263
172.5867811,74.90962859
174.331022,76.12962635
175.9103423,76.20415582
177.6383798,76.06514342
178.1150838,75.03560968
174.7975505,74.51052904
174.4454039,72.9433468
176.4159797,74.80677771
175.8489806,73.65633916
176.3254539,76.11114939
176.3480188,76.08821159
172.4360362,74.70507286
175.9359378,74.79369179
174.8414498,75.11054856
173.6832043,76.31724157
173.7986575,76.09145652
177.2195499,74.94057436
173.5974933,74.92749045
172.8577678,73.57016739
175.3718478,75.44564527
178.4827589,76.28805842
175.0442616,75.86910413
175.5339903,73.6229685
173.3749082,75.21228898
177.8998271,74.65588199
175.2164859,74.67555706
175.9181623,75.90748957
173.3509695,75.01067174
176.4792456,75.08977005
175.6740202,75.69323888
172.9977474,76.23120457
175.0688319,74.41452219
174.2195403,73.57730089
175.189223,73.91877615
174.5660297,74.02359312
174.6710807,74.30254457
173.2109413,75.25395374
174.440042,72.90970084
176.3276635,75.44719546
178.0218626,74.75836206
172.9899205,75.71773717
179.1177981,74.86715924
177.6432446,75.44777663
175.2918636,74.15097389
174.478295,74.26050545
173.7898953,74.54925134
176.4424009,75.02134527
173.7969084,74.29701455
174.1999952,75.9469486
176.5304698,75.78179653
175.7550775,76.90201462
176.553212,74.99337528
175.8742215,76.1669248
174.3056258,72.87440278
174.1099891,75.46296652
176.3793491,75.58554262
173.8374645,74.44799468
177.0553538,76.0083043
176.369536,76.06852154
175.4983482,76.07266011
175.0055878,75.40285089
175.6332675,75.68102456
181.1083852,75.37274079
174.805254,73.91898879
172.3039002,74.29442653
178.3170545,75.7314508
176.0562843,76.0865076
173.8777841,74.05609996
179.533357,75.28692002
175.9542741,78.0068876
175.5095757,74.48884919
173.652735,76.61400597
173.155487,75.6128112
171.937017,73.95544697
174.2674819,74.77589486
173.1759731,74.4899943
176.121945,75.6403227
174.4498518,76.21581031
178.0639833,73.9425862
177.6164055,77.37364045
175.2840742,75.79202225
174.5102389,74.39283957
176.9956097,75.21195493
173.0141905,74.95585816
