height,weight,sex
173.7597456,72.26223084,m
178.8439164,76.31936587,m
177.2310396,73.83840814,m
176.3609044,76.78378611,m
175.9390065,69.91386662,m
173.3617554,75.14969628,m
175.2642796,75.51449192,m
175.6101181,77.5021774,m
175.3924131,74.18147896,m
174.4487033,79.1067201,m
176.4854389,74.11434715,m
176.4035225,70.84843356,m
174.3147178,77.21164988,m
177.1913805,74.78636409,m
172.5429767,64.15370143,m
173.8193716,79.20292441,m
174.4749929,72.92712794,m
176.1861158,70.96891908,m
174.2974827,78.99888721,m
176.361989,71.60144635,m
175.8488725,73.34262128,m
174.4767917,80.22923369,m
174.7060041,73.8905935,m
176.468623,76.38889509,m
174.1113166,73.07564589,m
176.3268912,69.5634224,m
174.0049899,70.76945102,m
179.7763487,84.12955685,m
173.6833978,73.53653821,m
174.645736,75.78153264,m
173.8393849,77.27501454,m
177.2214418,71.424423,m
172.451396,72.99632023,m
176.3624946,75.45657763,m
171.1924344,73.80705643,m
175.7167388,77.53190748,m
173.511654,72.45833771,m
178.9168817,75.61905503,m
174.005434,69.14978691,m
175.5241653,72.29691358,m
174.6749992,80.47596549,m
173.5806912,75.93671342,m
172.9848811,76.05356423,m
173.4303184,68.44197372,m
177.4215434,73.41068373,m
174.3254427,69.66167508,m
176.0209874,78.7377818,m
175.333237,73.56853039,m
175.8120796,75.34379085,m
174.1386434,74.4217983,m
174.9375652,70.58325383,m
175.6990329,77.2012066,m
175.0946386,74.97405924,m
175.0030216,76.17591209,m
172.5528028,77.64727216,m
177.0096766,74.88953318,m
176.7496178,81.16470772,m
170.8903042,63.65753111,m
177.1741452,77.74780125,m
175.9152962,68.87569165,m
176.4172223,71.75766055,m
171.4881633,65.19358515,m
175.0284056,76.17132211,m
176.5608694,71.83911477,m
170.7395722,71.54555768,m
172.4151536,73.18841784,m
176.1170368,70.26854509,m
174.2055671,72.3816499,m
175.5328884,82.7353766,m
173.1797996,69.01583449,m
176.7710125,78.78030604,m
171.9748147,70.83696329,m
173.8219367,77.67733209,m
174.8544798,77.07296067,m
176.6685859,79.36461851,m
175.401637,77.26381611,m
176.1695911,70.05662982,m
174.7513439,73.13722522,m
181.8017066,78.63077111,m
173.0205405,74.67403293,m
173.5984524,72.59124683,m
176.2517702,73.25507171,m
174.6660863,72.93698559,m
175.9809947,71.81877105,m
177.994722,75.71474104,m
178.0853195,67.95426329,m
173.5213087,77.00726969,m
174.0837216,72.11346269,m
175.8172964,70.01584263,m
177.0981854,83.04040746,m
176.0582383,77.47143691,m
177.6650292,81.95908628,m
179.1278155,80.72604435,m
173.3263049,70.27757577,m
177.2258192,75.4790675,m
175.1762958,74.23893987,m
178.0152201,76.63708889,m
176.2464023,77.52199233,m
175.6856129,78.12520601,m
173.8762091,74.81645469,m
177.0459828,80.67952655,m
175.3268917,76.81823259,m
174.7006442,73.45931153,m
176.5722541,71.87720835,m
178.8893393,74.24430398,m
173.261519,65.76771131,m
178.1301233,76.78062408,m
172.714897,73.45888407,m
174.0126043,72.92752558,m
173.2161811,77.38693272,m
175.4451066,80.07939439,m
174.447089,71.11203945,m
177.4644139,76.2251343,m
175.1711211,73.38510553,m
174.4443855,74.20391894,m
174.0549706,74.56781506,m
175.3137561,76.83130948,m
170.8809617,71.69757032,m
176.200568,77.27456974,m
172.409436,72.34018989,m
172.4228088,72.64280164,m
175.1044529,70.2025948,m
175.0475484,77.26304607,m
173.6388587,74.30435182,m
176.0898299,73.5042946,m
177.0801519,76.25517569,m
175.941185,70.69453308,m
176.3193427,76.8999342,m
174.3744369,75.4038709,m
174.7181151,73.23027155,m
175.2047033,71.57342727,m
172.2912788,71.73815681,m
175.9575194,68.70337068,m
172.4677814,67.55503601,m
175.4736716,71.40375945,m
175.4120081,76.0398565,m
177.4396631,78.54000369,m
172.5451875,76.78519296,m
173.8773847,75.23217477,m
177.178954,72.78346212,m
177.0080583,71.74885267,m
171.984592,72.28530423,m
176.3023097,70.18416252,m
177.3914777,75.74115703,m
177.0504409,73.91072502,m
176.5655736,78.03333697,m
174.3731694,73.88399658,m
172.474584,72.17779128,m
174.3680946,72.8801039,m
175.7952222,79.76412574,m
171.6516152,75.56740689,m
175.9918091,79.23454614,m
174.4802576,74.04450903,m
176.1362932,74.13666592,m
172.0574353,67.03738096,m
174.1894718,67.40783984,m
172.1629531,74.44333186,m
173.4024889,72.57037284,m
170.9090845,69.10808534,m
178.7698815,78.84966407,m
172.2172214,71.94505708,m
171.2894432,73.00794608,m
175.7125869,72.60524673,m
174.4020429,77.30647148,m
178.8836668,71.01031675,m
175.2243166,74.81563846,m
178.1827101,73.27290073,m
182.0349876,81.64733002,m
175.1548251,75.51510287,m
173.9929047,79.05191773,m
178.2366141,78.8236457,m
176.1667332,73.43405218,m
172.8340325,73.40008727,m
178.775817,78.80056202,m
177.2583313,77.96655808,m
174.3725722,70.05930406,m
176.7378816,78.75667177,m
173.9755648,80.39584723,m
175.2550254,77.14810214,m
171.3962724,74.95047519,m
176.9595297,67.09934834,m
174.8187722,74.12194824,m
177.7616351,71.57878108,m
175.9998716,77.60086251,m
174.564701,71.89186576,m
173.49727,72.65721823,m
177.3998167,73.2285314,m
172.5778884,75.97293917,m
173.439016,70.6018107,m
175.9218525,78.01797663,m
176.8358271,77.96325338,m
173.942246,72.98517857,m
173.9341174,75.92095447,m
175.0000056,68.95536951,m
175.2039023,82.30452793,m
176.2622797,75.67427864,m
175.9745843,71.91166567,m
176.8571089,78.03353784,m
177.2907525,77.63975381,m
176.1873836,76.40143003,m
173.6103513,77.37364289,m
177.482662,73.87482153,m
177.3001545,80.66801814,m
177.4105272,76.17998972,m
174.0274715,73.43441555,m
173.3487863,74.01038382,m
174.4423549,69.63810463,m
177.5820202,74.892363,m
175.0802389,73.04485045,m
176.8192622,70.67927622,m
174.239703,74.68895396,m
176.5628819,78.11876525,m
175.1075401,71.5536102,m
177.231844,73.61499885,m
172.394842,76.50233843,m
178.5493139,77.10672277,m
175.9704126,73.94312729,m
174.3136281,72.54203562,m
171.6333876,69.47795788,m
175.9214843,79.17265062,m
176.5365125,72.62679937,m
174.2021528,77.85434418,m
174.855462,76.76200908,m
177.0023702,74.31395601,m
174.7337899,74.58920569,m
176.1500276,75.49040703,m
177.243451,74.89267445,m
178.6754298,80.75470202,m
176.866363,79.81642235,m
175.8144085,74.10667401,m
173.1640911,74.24391789,m
171.4779661,75.42596405,m
175.8947159,79.14192415,m
177.2947423,73.18251734,m
176.5388868,70.65317901,m
176.1042634,71.90824026,m
174.8694824,83.01665792,m
174.8771414,74.20025493,m
178.4625819,73.77510862,m
176.866897,74.62159419,m
175.6270152,77.14906308,m
175.5260643,77.94195824,m
175.0331462,70.83702706,m
180.2634864,80.13019886,m
177.3742541,74.52583042,m
173.6879304,80.69136197,m
178.5304149,77.57845448,m
172.2396044,72.62770896,m
175.2707033,74.93862175,m
175.0496673,76.86668277,m
174.9303876,75.6130353,m
177.5083584,78.63796634,m
178.7763858,75.81115931,m
178.0019375,80.1772373,m
174.5526922,80.46767408,m
173.4297842,75.07012568,m
170.3094353,70.90148943,m
176.6739459,72.18665982,m
176.7147107,75.14731094,m
172.3638335,77.11399063,m
174.353438,74.84147214,m
175.7445481,78.86034761,m
175.5553694,71.68767784,m
175.5206272,66.74186941,m
173.6487363,79.30783204,m
174.2819656,78.10685707,m
179.2631432,75.85407212,m
179.2603494,80.00781785,m
175.6392004,77.87390623,m
175.4470487,83.02652064,m
173.7444089,80.80279841,m
175.1747176,75.77570744,m
175.7293897,75.42214375,m
176.4330678,76.54973253,m
176.5388578,70.04430784,m
177.1970452,81.50763993,m
172.2615271,70.21847295,m
174.3034432,77.31298983,m
174.3514757,77.98025408,m
179.3994691,79.808452,m
175.77131,72.92509423,m
176.9661836,73.60406032,m
174.2640941,68.44592654,m
176.3024505,78.28801279,m
176.9601032,76.26104123,m
179.2101599,76.79404387,m
177.6804281,77.71582004,m
173.1469696,71.49121961,m
176.936796,71.60987288,m
173.1774707,74.97861277,m
173.1872536,73.69423786,m
175.112333,67.85052164,m
174.8000951,69.84805399,m
172.690048,75.4100589,m
172.6846635,72.81305256,m
170.5418273,73.45402736,m
174.5614393,75.28530556,m
176.4798696,83.54172616,m
174.0800869,76.10413176,m
175.0731933,75.78415222,m
177.4524867,73.9294656,m
173.5311148,72.94046126,m
174.2565415,80.12679073,m
170.3202016,73.0908029,m
176.0813419,68.87839397,m
172.2089653,75.30033809,m
175.3627482,74.57996306,m
173.3143881,73.62731732,m
173.890212,72.17712399,m
177.056833,73.84957542,m
172.9180826,71.86130252,m
176.2064883,77.29539887,m
174.6856761,75.66893223,m
175.7621501,73.36803117,m
172.5667963,72.38500327,m
169.6416402,63.37640421,m
173.961463,70.20722192,m
175.9826154,73.16350122,m
174.9696067,76.33348388,m
180.9079168,81.07479537,m
173.7001583,73.4085195,m
173.7012104,71.22074779,m
175.210815,75.52781543,m
176.087411,79.79254779,m
175.0743509,74.14696374,m
171.5173462,72.672751,m
177.0589144,76.00302138,m
174.7948293,78.65535551,m
173.8907286,77.44478945,m
171.4988138,68.07298002,m
175.1218202,72.24765601,m
178.6599341,80.40445042,m
178.4344304,80.26425288,m
174.8891811,74.28926262,m
174.868029,72.54143528,m
178.5380062,73.86573639,m
172.295157,77.73542314,m
171.9529041,73.79841692,m
175.6357349,75.68442433,m
178.3185303,73.085724,m
177.4471989,80.32999089,m
175.6249304,71.22768843,m
174.2977031,80.33101596,m
174.3562673,67.68687991,m
172.1432817,77.30759904,m
173.8525952,73.40598717,m
175.7809562,81.21375047,m
178.806762,83.63499311,m
175.8764324,77.66435261,m
173.8953871,82.09315813,m
175.414985,78.28620386,m
176.9738332,75.61575563,m
173.8582677,78.89411659,m
175.6855955,72.52901816,m
175.0377284,73.70435177,m
174.1753269,77.81703725,m
172.6755782,76.96172113,m
176.9273365,71.8962687,m
173.7818914,75.56714627,m
173.9880667,67.30408838,m
174.4290514,76.73104242,m
172.8455243,67.71667921,m
176.2126488,74.15695003,m
171.3497416,76.65521667,m
174.9837272,75.20091781,m
176.3627103,75.94042748,m
175.2790528,79.31330745,m
176.9224896,72.44288211,m
175.8346396,74.3720962,m
177.0499291,81.00282645,m
174.6477138,74.74944312,m
177.2891008,70.72270652,m
175.4802669,74.29837071,m
174.4029163,80.13551622,m
175.9753314,73.67962786,m
176.5126516,81.03757604,m
174.5240845,79.47900798,m
175.6868107,70.01023473,m
172.062178,79.11195508,m
176.7737627,74.9673695,m
172.8702112,74.35305649,m
175.5733433,73.19738903,m
178.419391,74.71907605,m
179.6723113,80.01249937,m
175.9408879,74.99001026,m
176.8553766,69.55767111,m
174.99553,75.27969376,m
171.5461947,71.58022549,m
176.5504672,79.9599461,m
177.0768325,86.26758642,m
173.3188205,76.1619617,m
174.2026476,76.28727927,m
173.547392,74.17515145,m
175.7297953,78.46940786,m
173.1722278,72.53826543,m
178.6780425,78.0361314,m
178.3187123,67.23497257,m
175.8583315,76.84343126,m
174.560772,73.50838107,m
176.7890698,71.73742898,m
173.0639707,71.43244341,m
173.6021579,75.41445181,m
179.2590563,68.75073694,m
174.8561009,67.18089133,m
174.0327144,80.13657087,m
175.199923,73.21525574,m
177.8633654,74.79975132,m
175.324721,68.30772789,m
173.8180671,75.69106224,m
176.562127,82.65839223,m
173.620543,67.9135658,m
177.6397163,79.20412982,m
179.221258,79.45072004,m
177.4669797,72.29760928,m
176.8008308,75.90816933,m
171.2633635,74.72825934,m
176.0192525,83.41946831,m
176.7505525,73.36891276,m
176.8279663,73.61789779,m
178.8855343,82.36031737,m
176.3474398,73.66727002,m
173.2675149,68.73466329,m
173.744199,76.92597883,m
172.2078845,73.06901561,m
170.7866711,72.79666414,m
171.9493342,81.52893742,m
174.898637,72.21813878,m
174.6452284,76.27647793,m
174.8372198,67.89051725,m
175.9216311,79.25624852,m
174.2263123,79.67675291,m
173.1737099,74.08675457,m
175.3184687,73.67784177,m
178.422952,79.64657247,m
176.2504272,74.99290363,m
178.3950891,79.83901629,m
173.7779431,70.09266568,m
172.9058767,69.17609621,m
176.4741419,69.81491997,m
174.1152915,74.77814213,m
174.3688787,74.42698464,m
173.5097405,74.74594417,m
173.9743366,76.24594442,m
177.1473737,78.50602094,m
176.0934438,73.82689543,m
175.6462778,76.29582527,m
177.2877088,76.60726909,m
173.4197812,73.26350461,m
177.8211121,79.68850236,m
176.4782557,78.07383655,m
173.684776,74.65305033,m
177.4216693,65.03140297,m
172.3017008,70.39435516,m
176.1225048,73.60297314,m
173.9509711,78.51667223,m
175.9983386,76.66438104,m
175.6479089,77.5880409,m
174.1502033,73.49488052,m
177.2813802,82.57953681,m
176.6958559,80.7793967,m
173.7495359,73.01581197,m
177.7835979,79.31727194,m
171.8948951,72.75529392,m
177.9070346,72.13986142,m
176.8140627,73.11621192,m
178.1478392,74.31479672,m
174.5942144,76.5132184,m
175.2049754,73.94923234,m
173.9726642,66.07983246,m
175.7340339,75.98667102,m
179.3125949,78.13125556,m
171.5792376,73.66770757,m
175.2009515,74.8921214,m
174.5040936,80.43506727,m
174.5642951,71.38663004,m
174.6916968,72.17227565,m
177.1220324,73.28651491,m
172.8264613,75.33759467,m
175.5101235,72.91227337,m
174.3287253,78.66081009,m
174.1459751,78.18268139,m
175.4516216,75.22234584,m
174.5240707,79.43603613,m
171.4190587,77.21637234,m
175.8400032,76.50210809,m
168.9441923,72.64637748,m
172.8931771,79.65165146,m
174.8378201,84.17529904,m
172.2693859,74.9269988,m
174.0440102,71.21843934,m
175.5150568,69.1898284,m
174.212057,73.52052982,m
173.1876792,72.22005834,m
175.1311492,75.99374136,m
174.1287354,72.85204857,m
176.1890762,72.71045053,m
173.7030419,74.2394747,m
174.6082649,74.29118983,m
174.6090799,71.20496384,m
173.6570349,77.59600135,m
175.1644783,75.41598256,m
170.3304784,70.83679627,m
175.6494335,72.45575221,m
178.0041367,75.77879686,m
176.8188785,75.77524478,m
177.5845896,75.76643778,m
174.6780924,71.92931228,m
171.2601894,74.8723446,m
174.8545931,72.50419613,m
176.7763452,73.57348127,m
173.3999818,74.64176923,m
180.943061,79.43460849,m
175.5114367,80.90694987,m
171.7704354,72.88111541,m
173.5601761,73.79152165,m
172.3409826,73.43599957,m
176.900657,80.98577127,m
173.5794125,72.16461461,m
175.6902554,78.90364464,m
170.8520805,76.11537791,m
173.9206518,66.35082796,m
173.8816285,72.04945452,m
171.5000391,76.58090919,m
175.8432937,83.15141272,m
177.6612865,75.61995696,m
179.0386645,80.69158071,m
175.8333302,80.02382261,m
178.2782212,80.16010379,m
172.8160275,73.8426225,m
171.1262742,74.48127902,m
174.8411793,74.23287841,m
174.0520647,69.72266688,m
175.7731612,70.96367262,m
177.4805827,72.75293875,m
175.9441471,84.01560601,m
167.9467761,70.55567648,m
175.2638127,79.00767825,m
176.3961864,77.91599333,m
175.1289247,74.61698447,m
179.338919,77.15242895,m
175.2665805,77.46445539,m
179.1355589,77.87561128,m
176.6827826,75.00132838,m
176.844579,73.62732648,m
175.3481897,72.00255162,m
178.000293,81.5983935,m
174.7168875,76.3377597,m
173.455978,74.6251013,m
173.1420499,80.10872094,m
176.2181768,72.03528487,m
176.0956995,77.78108669,m
172.7045948,76.2876187,m
176.3776311,71.43464114,m
178.0257789,79.45293276,m
177.8309649,80.89439383,m
174.1793561,71.9571476,m
172.918993,74.24246912,m
172.4310271,71.24360254,m
176.8960379,73.59589533,m
174.7912906,75.0849225,m
174.8599055,76.42840194,m
173.0546349,73.64022882,m
175.922938,83.616952,m
175.0908627,74.04075466,m
175.7481852,81.18433892,m
174.8707944,69.26737692,m
174.3425049,79.16429088,m
177.4775396,73.30294612,m
174.5725664,73.01038968,m
175.2635104,76.75239189,m
173.2716607,76.81406927,m
177.7862448,78.18354911,m
176.6054628,79.20144518,m
172.6481,73.67220884,m
175.1041582,73.99110058,m
171.5088501,73.38921213,m
174.3346968,71.62760207,m
173.4378114,76.10192061,m
173.6538891,72.75953554,m
171.1805218,68.36885974,m
173.9057593,75.27056942,m
173.1230079,72.38785685,m
172.3221454,79.90976624,m
176.997676,74.62638161,m
172.6973493,75.98264201,m
173.7186125,78.90311292,m
174.0303665,66.98019625,m
175.1878272,72.05469404,m
175.4782394,76.39765971,m
173.7875749,77.90301371,m
173.6258399,75.39879408,m
176.6962126,70.22021438,m
173.5782689,75.76661583,m
175.3525317,80.53703301,m
176.0130351,69.97309131,m
177.1897651,69.47836102,m
176.7835105,75.12672417,m
176.0982754,82.6625851,m
177.0372526,79.47349878,m
176.1963593,80.7995698,m
176.8776751,79.30210324,m
176.1749481,77.1966337,m
175.0917831,75.70072778,m
175.5704278,74.71702406,m
172.7707648,72.86537917,m
175.9290681,66.92553103,m
173.3464568,67.8812074,m
176.5060522,79.27809186,m
174.6923525,78.25751222,m
176.6065266,73.43016221,m
176.189915,73.95180607,m
176.7961126,74.47148619,m
176.7141022,77.36219203,m
175.4392937,71.5295528,m
170.3997821,66.57990856,m
176.3766334,74.80757373,m
176.5508448,73.47857924,m
175.7250822,77.31830917,m
171.1017101,71.78139982,m
174.3867676,81.16220321,m
174.5606687,74.86919963,m
174.085561,78.6285213,m
175.8164998,75.59188015,m
173.999415,73.28066782,m
177.340464,70.79805363,m
171.7689859,74.77568061,m
172.7909383,72.17725825,m
173.6482076,74.71818015,m
176.2919551,77.897791,m
173.9159093,78.53596598,m
173.8189057,74.11434127,m
175.2115888,68.92489298,m
172.3243789,68.58413893,m
176.4385217,73.71593137,m
178.5859285,77.22699145,m
174.200561,72.92984395,m
172.9017396,76.58148451,m
174.5564195,79.07976,m
176.7764412,77.40188079,m
178.0352473,75.94256218,m
173.066813,69.98442845,m
174.1211551,76.822714,m
175.8671446,70.43540931,m
173.898451,76.82550437,m
176.3232772,77.40666735,m
174.9924179,73.5061965,m
174.7339718,75.20165878,m
176.9626681,75.50002035,m
174.6426126,73.18983687,m
175.7509007,76.25965184,m
175.2883371,78.12529963,m
177.3617336,75.97149039,m
177.3426847,75.11464088,m
177.5536569,75.98043423,m
180.4969148,77.01605046,m
167.9735992,72.97380208,m
174.095626,77.29615458,m
175.988129,79.16195609,m
174.8142944,71.55165716,m
175.9817585,79.2210454,m
174.4095586,73.46171569,m
171.6644542,78.00366236,m
173.9286311,79.49354425,m
173.7089329,68.35291724,m
173.6856649,73.18850634,m
176.0078049,78.79053989,m
175.0378278,75.15050497,m
172.6415146,74.90057913,m
179.8256336,72.5927442,m
175.1016382,75.83336253,m
173.7715676,78.25502408,m
174.8774414,77.32580162,m
177.4066296,78.86582823,m
170.9967584,66.88360186,m
172.5727161,75.20096141,m
171.7348452,71.66290966,m
177.0891263,78.2848748,m
175.0965518,71.00658424,m
177.0945766,77.32285775,m
173.0238198,70.66473969,m
179.1247183,76.08624476,m
176.3943465,83.05917447,m
175.7754998,70.83839914,m
175.4141209,75.20297153,m
173.6238072,70.91069101,m
174.8249656,80.88092676,m
173.9293732,76.14435247,m
172.4788108,66.80608968,m
171.8902127,78.94280846,m
175.9677746,71.79561172,m
174.7722321,70.84209739,m
174.7550339,77.265691,m
173.1395192,78.51581166,m
171.7713658,73.63756447,m
176.3239722,70.91549174,m
172.1971909,70.07747338,m
172.282294,71.67576297,m
175.9905207,71.38466688,m
169.0260064,76.8887519,m
176.0965609,79.38244647,m
175.0787796,70.78360271,m
171.5094439,71.11554674,m
170.6595196,62.5904547,m
171.6484351,71.76564223,m
172.5239694,75.60751595,m
177.0110414,80.10946828,m
171.5769096,63.72956374,m
174.5837668,77.07940111,m
177.022534,70.4585815,m
176.1052029,71.15876119,m
177.7978568,80.61924968,m
174.0813379,78.7313084,m
176.7157644,74.55506677,m
178.2658641,79.78674647,m
172.7452951,74.54352056,m
170.7829915,69.76242535,m
176.9508044,81.14930089,m
178.5917596,74.45369423,m
172.6100051,73.8441961,m
176.6351274,77.74462837,m
176.3704033,77.83787154,m
174.4041805,74.71462615,m
176.3784207,75.62521763,m
173.970204,71.82032215,m
174.5998571,70.20493996,m
176.7806878,78.21557227,m
176.3602629,74.54548747,m
173.3378259,69.26363342,m
172.7923139,77.12445909,m
173.1775921,69.88186118,m
178.7634071,82.15369762,m
178.5270509,77.3919606,m
179.9372717,72.88224259,m
174.5370993,77.25933386,m
173.065565,72.64906953,m
174.189345,70.27715513,m
174.2794364,66.61687897,m
174.4530187,79.38585298,m
178.4562206,79.48365788,m
174.1801554,70.4766057,m
174.5453072,71.49506217,m
172.6609453,75.09612053,m
172.3295831,66.17085662,m
172.6744936,79.14988877,m
177.1296828,87.59241439,m
175.269343,77.08649411,m
172.1861934,75.9789342,m
175.9561657,72.07776357,m
171.7866126,77.78071483,m
173.3657159,80.53140855,m
175.5536228,76.32399,m
176.2037616,79.35493354,m
175.9455437,83.38076824,m
176.9719147,74.25388227,m
177.6144676,75.98895378,m
173.5915276,75.17890178,m
174.9472854,76.01450298,m
174.382537,74.39512087,m
177.9977675,76.4515177,m
178.1658342,74.66992917,m
175.7461789,69.39374107,m
176.2734248,74.37274919,m
172.8948698,70.47669572,m
171.8324,68.72427386,m
176.4525794,74.25819137,m
177.4556035,84.32588284,m
173.6474357,77.81788893,m
177.7015178,66.53471029,m
172.2236576,71.55220367,m
175.1775096,71.62307518,m
179.4369166,78.39251025,m
178.2594598,73.3282015,m
175.5964166,74.18845686,m
175.6568366,75.49969309,m
171.2520073,69.12290722,m
176.8053604,76.34488552,m
172.6651196,78.62824212,m
173.961484,71.01726428,m
177.0204317,78.25860054,m
174.9676107,74.86961742,m
178.3800666,82.79593017,m
171.8386885,73.81506232,m
177.817172,74.48686401,m
172.9211928,79.60017405,m
179.5642666,79.93112787,m
175.6405234,74.59319682,m
174.6736455,79.93524438,m
176.3611918,82.05945188,m
170.9401525,70.73382292,m
173.958329,71.47453605,m
177.0155348,77.56710851,m
175.2609658,70.86973597,m
175.4011147,73.02951873,m
174.9711083,67.79027523,m
172.2693486,73.48449815,m
175.3052017,77.33542027,m
173.7003049,73.07462132,m
176.9858167,69.52480558,m
174.7224349,72.39135876,m
176.3557006,76.1342714,m
171.7950956,79.72917307,m
172.9220973,71.34858876,m
175.7695476,77.17930295,m
173.748187,74.8289573,m
173.7598661,78.14113282,m
175.0204885,74.80743735,m
179.6499703,72.49858682,m
174.9341379,73.1822437,m
173.6052056,78.16617931,m
172.5477969,80.49773067,m
174.7373851,68.79736363,m
176.2251451,75.75342109,m
174.9092739,73.24469412,m
176.6881423,81.48850864,m
176.204584,77.71842896,m
176.6641223,71.67549377,m
178.936572,79.34648395,m
176.6792512,77.25730872,m
173.7323777,73.81511652,m
174.4160137,79.82122192,m
169.5273146,63.92687943,m
175.7134705,77.21205686,m
176.7774063,70.01797057,m
177.7336844,75.02238877,m
174.9920967,74.2203866,m
173.6101446,75.50372528,m
173.8395768,73.71436918,m
179.2342239,76.89664358,m
175.580888,77.51829537,m
176.8643926,70.4825355,m
177.2398526,80.53933698,m
174.3984896,70.25255461,m
173.288898,76.50490482,m
180.0224377,81.23022,m
173.957093,73.83559476,m
171.9449259,76.24240427,m
173.0687912,70.93109745,m
176.1188192,72.84473552,m
176.605828,79.62284361,m
172.9164239,72.13805324,m
176.4483562,77.55786432,m
175.6427953,81.22797574,m
176.4531852,81.33461715,m
177.7487627,76.55786867,m
175.1974076,81.54816422,m
178.0362867,77.06960926,m
175.3812811,76.75650994,m
173.0182217,73.38687645,m
175.410229,75.78313138,m
168.6479219,73.81376716,m
172.0618687,74.68092609,m
175.4305175,76.30737635,m
175.1944671,71.71557794,m
177.9177687,70.85323765,m
172.0650409,70.40207866,m
176.2163736,78.18811981,m
177.5296384,73.97478301,m
172.2371897,71.78939342,m
177.8739997,73.75904533,m
173.3678861,72.75388255,m
175.0422231,68.98196121,m
174.7234592,77.19312613,m
176.6360889,79.84041777,m
174.4395378,65.53969892,m
175.2141866,82.49983187,m
171.3253906,69.50691577,m
173.9302966,78.43359518,m
176.4625377,68.42350076,m
175.0476987,81.6547544,m
177.3954637,70.47568232,m
175.9918435,76.57485486,m
175.4735001,79.30331727,m
173.8015391,72.06379078,m
174.476962,78.85719958,m
174.500002,79.86923623,m
178.7274786,79.39164712,m
169.9472964,74.25575162,m
176.8297804,77.3324101,m
172.5015867,76.08684058,m
176.977546,79.37515911,m
177.0225863,85.41089076,m
173.287577,73.24910966,m
182.0963157,82.12421243,m
173.9732021,76.89716465,m
175.6768526,74.14148835,m
176.7086695,70.49206047,m
173.5158655,76.89551761,m
179.0510814,77.81303781,m
177.4901025,73.99187182,m
180.0286909,72.03362179,m
174.3583535,76.6607453,m
173.340235,66.35232269,m
176.1735796,80.11177025,m
178.0843943,69.62302257,m
177.3310196,73.33525169,m
175.6779483,73.06220773,m
175.0055409,80.37982352,m
174.0409924,65.66974812,m
174.9629361,68.73884651,m
176.6104611,81.23775764,m
175.1736699,70.71249019,m
152.7431946,43.07767224,f
151.8617266,46.44073371,f
157.8212898,46.75854775,f
151.7540164,45.28233598,f
154.4781248,48.27520623,f
156.0865346,45.57088331,f
154.7306041,44.38176999,f
